Date;Abf. Stoffe [mg/l];Al filt. [µg/l];NH3-N [µg/l];NH4-N [mg/l];BSB5 (EN1899, ohne ATH) [mg/l];Ca filt. [mg/l];Chlorid [mg/l];Fe filt. [mg/l];LF (20 °C) vor Ort [µS/cm];DOC [mg/l];K filt. [mg/l];Mg filt. [mg/l];Mn filt. [mg/l];Na filt. [mg/l];NO3 [mg/l];NO3-N [mg/l];NO2-N [mg/l];pH-Wert (vor Ort) [-];o-PO4-P [mg/l];P-ges. [mg/l];P-ges. filt. [mg/l];O2-gelöst [mg/l];SO4 [mg/l];KS 4,3 [mmol/l];TOC [mg/l];Wassertemp.(vor Ort) [°C]
2012-10-15;3.25;;0.705;0.02;1.3;;7.733;;367.333;;;;;;2.533;0.563;< BG;8.233;0.01;0.016;0.011;10.233;;;1.767;8.6
2012-11-15;5.7;;0.7;0.025;1.3;;7.0;;368.5;;;;;;2.55;0.585;< BG;8.2;< BG;0.012;0.006;11.05;;;1.5;6.9
2012-12-15;4.6;;0.55;0.03;1.6;;17.0;;403.5;;;;;;3.3;0.74;0.006;8.15;0.013;0.026;0.017;12.0;;;2.6;3.1
2013-01-15;< BG;;2.85;0.14;1.3;;11.5;;382.5;;;;;;3.2;0.72;0.007;8.2;0.008;0.016;0.011;11.6;;3.8;1.8;3.65
2013-02-15;2.5;;5.65;0.21;1.5;;22.5;;411.5;;;;;;3.45;0.785;0.011;8.3;0.011;0.018;0.011;11.6;;3.715;1.95;3.5
2013-03-15;< BG;;6.35;0.265;1.8;;23.5;;422.5;;;;;;3.4;0.77;0.01;8.25;< BG;0.012;0.007;11.4;;3.85;1.85;3.75
2013-04-15;32.0;;2.633;0.09;1.7;;8.167;;298.0;;;;;;2.567;0.573;0.009;8.267;0.006;0.024;0.009;11.333;;3.023;1.9;6.1
2013-05-15;8.45;;0.415;0.01;1.0;;5.5;;289.0;;;;;;2.25;0.505;< BG;8.3;0.007;0.019;0.01;10.1;;2.96;2.05;9.15
2013-06-15;38.5;;1.15;0.025;1.25;;5.0;;283.0;;;;;;2.25;0.51;< BG;8.3;0.014;0.064;0.02;10.75;;3.02;3.15;10.35
2013-07-15;4.8;;;< BG;< BG;;8.5;;332.0;;;;;;2.95;0.665;< BG;8.3;< BG;0.012;0.006;9.4;;3.24;1.15;16.05
2013-08-15;14.0;;1.563;0.027;< BG;;6.333;;311.0;;;;;;2.533;0.57;0.008;8.267;0.006;0.026;0.007;9.6;;3.11;1.833;14.8
2013-09-15;8.6;;0.64;0.015;< BG;;5.8;;315.5;;;;;;2.35;0.535;< BG;8.25;0.012;0.023;0.014;9.85;;3.27;2.5;11.9
2013-10-15;62.0;;0.917;0.027;< BG;;5.667;;309.667;;;;;;2.7;0.603;0.006;8.233;0.012;0.036;0.014;10.2;;3.455;3.433;9.267
2013-11-15;< BG;;0.64;0.025;< BG;;9.0;;362.5;;;;;;2.75;0.62;0.005;8.25;0.008;0.015;0.012;11.35;;;2.05;4.7
2013-12-15;2.1;;0.63;0.025;1.3;;11.5;;397.5;;;;;;3.35;0.76;0.005;8.3;0.007;0.01;0.008;11.55;;3.9;1.35;2.95
2014-01-15;< BG;;4.1;0.21;;;28.0;;450.0;;;;;;3.4;0.76;0.012;8.2;< BG;0.015;;11.6;17.0;3.95;2.4;2.5
2014-02-15;< BG;;6.2;0.25;1.5;;14.0;< BG;399.0;1.5;1.1;;0.004;8.0;3.4;0.76;0.01;8.2;< BG;0.011;;12.3;20.0;3.88;1.6;5.5
2014-03-15;4.0;;3.8;0.14;;;15.0;0.012;342.0;1.9;1.0;;0.006;9.6;2.9;0.65;0.009;8.3;0.005;0.024;;11.3;16.0;3.17;2.5;3.7
2014-04-15;< BG;;0.7;0.01;1.3;;5.5;< BG;297.0;1.0;0.7;;0.004;3.7;2.2;0.5;< BG;8.5;< BG;0.008;;11.0;17.0;2.96;1.1;10.4
2014-05-15;12.0;;0.69;0.02;1.3;;5.2;< BG;292.0;2.7;0.7;;0.005;3.5;2.2;0.49;< BG;8.3;0.007;0.031;;11.3;9.7;3.14;3.3;6.8
2014-06-15;< BG;;1.2;0.02;< BG;;6.8;< BG;314.0;0.8;0.8;;0.005;4.4;2.1;0.47;< BG;8.2;< BG;0.01;;8.5;19.0;3.08;0.8;17.1
2014-07-15;60.0;;3.2;0.07;2.7;;6.7;0.021;285.0;4.4;1.4;;0.005;5.6;2.4;0.55;0.011;8.2;0.044;0.15;;9.6;12.0;2.95;7.3;13.5
2014-08-15;< BG;;0.46;0.01;< BG;;5.0;0.009;336.0;1.7;0.9;;0.003;3.7;2.1;0.47;< BG;8.2;0.008;0.017;;9.3;14.0;3.51;2.0;13.7
2014-09-15;15.0;;1.1;0.02;1.9;;5.6;0.012;322.0;2.3;1.3;;0.006;4.4;2.3;0.51;0.005;8.3;0.015;0.062;;9.4;15.0;3.38;3.5;12.8
2014-10-15;< BG;;0.5;0.01;< BG;;7.8;0.005;371.0;1.2;1.0;;0.003;5.5;1.8;0.41;< BG;8.3;< BG;0.006;;9.5;21.0;3.72;1.2;11.8
2014-11-15;< BG;;0.38;0.01;< BG;;4.4;0.006;323.0;1.2;0.8;;0.004;3.4;1.9;0.42;< BG;8.3;< BG;0.008;;10.3;15.0;3.38;1.2;7.9
2014-12-15;< BG;;0.49;0.02;1.8;;8.4;< BG;384.0;0.9;0.9;;0.005;6.0;2.7;0.62;< BG;8.2;< BG;0.01;;10.7;22.0;3.84;1.1;5.3
2015-01-15;4.0;;3.2;0.12;< BG;;12.0;0.019;363.0;2.2;1.1;;0.006;7.6;2.6;0.59;0.006;8.3;0.011;0.023;0.013;12.3;13.0;3.62;2.3;3.7
2015-02-15;< BG;;17.0;0.51;1.4;69.0;22.0;< BG;446.0;1.3;1.3;13.0;0.007;14.0;3.5;0.79;0.016;8.4;0.005;0.014;0.009;11.6;21.0;4.07;1.4;3.6
2015-03-15;3.5;;6.7;0.22;< BG;61.0;11.0;0.015;366.0;2.1;1.0;12.0;0.005;6.7;2.7;0.61;0.009;8.3;< BG;0.017;0.006;11.0;13.0;3.67;2.1;5.3
2015-04-15;4.3;;3.7;0.11;1.4;62.0;12.0;0.009;371.0;1.6;1.0;12.0;0.006;7.1;2.7;0.62;0.007;8.3;0.008;0.016;0.009;11.6;15.0;3.78;1.6;6.6
2015-05-15;29.0;;0.83;0.02;< BG;43.0;3.8;< BG;244.0;1.1;0.5;8.3;0.003;2.5;1.9;0.42;< BG;8.3;< BG;0.039;0.006;10.5;7.8;2.62;1.5;9.3
2015-06-15;< BG;;1.3;0.02;< BG;51.0;6.0;< BG;307.0;1.1;0.6;11.0;0.004;4.0;1.8;0.4;< BG;8.4;< BG;0.007;0.006;10.5;14.0;3.15;1.1;12.4
2015-07-15;5.6;;1.0;0.02;< BG;53.5;6.7;< BG;322.5;1.0;0.9;10.85;0.004;4.75;2.75;0.62;0.005;8.3;< BG;0.016;0.008;9.05;18.0;3.23;1.15;15.8
2015-08-15;3.8;;0.61;< BG;< BG;56.0;6.3;< BG;339.0;0.8;1.0;12.0;0.004;4.8;2.0;0.46;< BG;8.3;< BG;0.012;0.006;9.3;19.0;3.43;0.9;14.4
2015-09-15;< BG;;0.93;0.02;< BG;57.0;6.9;0.005;347.0;1.0;1.1;12.0;0.004;5.4;2.2;0.5;0.007;8.3;0.005;0.013;0.007;9.5;20.0;3.44;1.1;10.8
2015-10-15;6.9;;0.36;< BG;< BG;59.0;5.6;0.011;347.0;1.9;1.0;12.0;0.007;4.5;2.0;0.45;< BG;8.3;0.005;0.024;0.008;10.4;15.0;3.66;2.0;7.5
2015-11-15;< BG;;0.42;< BG;< BG;60.0;10.0;< BG;372.0;1.5;1.2;13.0;0.003;7.2;1.9;0.43;< BG;8.3;< BG;0.009;< BG;10.4;21.0;3.6;1.7;9.4
2015-12-15;5.3;;1.2;0.04;1.4;63.0;11.0;< BG;385.0;0.8;1.0;13.0;0.005;7.8;3.1;0.69;0.009;8.3;< BG;0.01;0.006;11.6;22.0;3.76;1.0;4.7
2016-01-15;4.6;;1.3;0.05;< BG;58.0;15.0;0.023;369.0;2.6;1.1;11.0;0.008;10.0;3.1;0.69;0.006;8.3;0.011;0.023;0.013;12.0;11.0;3.54;3.0;3.6
2016-02-15;990.0;;2.375;0.085;4.1;49.0;9.15;0.018;286.5;2.35;0.9;8.75;0.004;5.85;2.55;0.57;0.008;8.2;0.011;0.231;0.012;11.45;10.1;2.955;11.3;4.75
2016-03-15;< BG;;4.4;0.13;1.5;57.0;9.0;0.011;341.0;2.3;1.0;11.0;0.004;6.2;2.7;0.6;0.011;8.3;< BG;0.013;< BG;10.3;13.0;3.48;2.3;6.7
2016-04-15;4.6;;1.7;0.07;1.1;54.0;8.5;0.016;327.0;2.2;0.8;10.0;0.005;5.7;2.2;0.49;0.008;8.2;0.01;0.024;0.011;10.9;12.0;3.32;2.7;5.4
2016-05-15;;;;;;;;;;;;;;;;;;;;;;;;;;
2016-06-15;18.5;;0.91;0.025;1.1;46.5;3.9;0.012;269.0;1.7;0.65;9.4;0.004;3.15;1.7;0.39;< BG;8.2;0.007;0.032;0.01;10.5;9.95;2.965;2.15;10.6
2016-07-15;75.0;;0.96;0.02;< BG;48.0;3.4;0.014;273.0;2.8;0.652;8.5;0.005;2.83;1.6;0.37;< BG;8.2;0.006;0.055;0.008;9.3;9.4;2.96;5.3;14.1
2016-08-15;< BG;;0.89;0.02;< BG;59.0;6.4;0.01;342.0;1.6;0.912;12.0;0.003;5.0;2.0;0.45;< BG;8.2;0.005;0.014;0.008;9.3;17.0;3.67;1.8;13.1
2016-09-15;74.0;;1.0;0.02;1.3;53.0;3.5;0.031;297.0;3.8;0.974;10.0;0.006;3.32;1.9;0.42;< BG;8.3;0.016;0.082;0.023;10.5;12.0;3.29;5.5;11.8
2016-10-15;< BG;;0.53;< BG;< BG;61.0;7.3;< BG;365.0;0.9;1.11;13.0;0.005;6.14;2.2;0.5;< BG;8.4;< BG;0.006;< BG;10.8;23.0;3.75;0.8;9.6
2016-11-15;< BG;;0.5;0.02;1.4;65.0;7.6;0.017;381.0;2.2;1.06;13.0;0.007;6.21;2.2;0.49;< BG;8.2;0.007;0.018;0.011;10.8;14.0;4.1;2.5;5.5
2016-12-15;< BG;;0.42;0.02;1.2;65.0;8.1;< BG;385.0;0.9;1.04;13.0;0.006;6.38;2.6;0.59;< BG;8.2;< BG;0.007;0.006;11.9;24.0;3.87;0.9;3.5
2017-01-15;< BG;;2.2;0.08;< BG;66.0;17.0;< BG;420.0;0.9;1.51;14.0;0.006;12.0;4.3;0.97;0.008;8.4;< BG;0.01;0.006;12.3;27.0;3.93;1.0;1.4
2017-02-15;63.0;;3.15;0.155;2.2;56.0;21.5;0.019;359.5;2.65;1.25;10.15;0.008;12.6;3.65;0.82;0.008;8.15;0.018;0.058;0.023;11.65;12.25;3.295;3.65;3.3
2017-03-15;4.9;;4.2;0.14;< BG;63.0;19.0;0.019;393.0;2.2;1.2;12.0;0.012;12.1;2.9;0.67;0.006;8.3;0.009;0.029;0.012;11.6;13.0;3.82;2.6;5.1
2017-04-15;3.8;;2.8;0.1;1.1;49.0;5.5;< BG;286.0;1.0;0.702;10.0;0.004;4.2;2.3;0.52;0.008;8.2;< BG;0.012;< BG;10.6;12.0;2.98;1.1;7.2
2017-05-15;4.85;;;< BG;1.6;49.0;5.1;0.012;286.5;1.7;0.657;9.75;0.004;3.62;2.0;0.445;< BG;8.25;< BG;0.011;0.008;9.95;13.0;3.005;1.9;10.7
2017-06-15;4.4;;;< BG;< BG;50.0;5.3;< BG;299.0;1.0;0.711;10.0;0.007;4.21;1.8;0.4;< BG;8.3;< BG;0.014;< BG;8.4;18.0;3.04;1.1;16.7
2017-07-15;7.8;;;< BG;< BG;55.0;5.2;< BG;323.0;1.3;0.802;11.0;0.004;4.2;2.0;0.45;< BG;8.3;0.01;0.021;0.01;8.8;13.0;3.43;1.6;14.4
2017-08-15;< BG;;;< BG;< BG;60.0;6.5;< BG;353.0;1.2;0.914;12.0;0.004;5.23;2.0;0.45;< BG;8.2;< BG;0.02;< BG;9.4;17.0;3.69;1.9;14.1
2017-09-15;3.1;;2.9;0.07;< BG;57.0;5.1;0.013;332.0;1.6;0.959;11.0;0.003;4.39;2.0;0.44;0.008;8.3;0.009;0.022;0.012;10.4;13.0;3.56;1.9;9.3
2017-10-15;< BG;;1.1;0.02;< BG;60.0;6.0;< BG;353.0;0.9;0.989;13.0;0.004;4.83;2.2;0.49;< BG;8.4;< BG;0.008;< BG;9.6;18.0;3.73;0.9;10.3
2017-11-15;32.0;;0.64;0.02;1.8;51.0;3.8;0.026;284.0;3.3;0.95;9.1;0.004;3.23;2.3;0.53;< BG;8.3;0.025;0.055;0.029;11.6;7.1;3.23;4.5;5.9
2017-12-15;4.5;;1.0;0.06;1.3;62.0;18.0;0.026;380.0;2.4;1.05;12.0;0.007;11.0;3.0;0.68;0.005;8.1;0.012;0.026;0.015;10.8;10.0;3.77;2.6;3.3
2018-01-15;4.9;;1.75;0.085;1.35;60.5;11.95;0.018;360.0;1.65;0.916;11.5;0.004;7.46;2.8;0.63;0.006;8.15;0.007;0.016;0.009;11.45;11.9;3.7;1.9;4.6
2018-02-15;< BG;;4.0;0.3;1.8;65.0;12.0;< BG;395.0;0.9;1.07;13.2;0.005;8.33;3.1;0.7;0.012;8.1;< BG;0.008;0.006;11.6;17.0;3.93;0.9;0.6
2018-03-15;< BG;;4.8;0.29;;62.7;24.0;< BG;410.0;1.0;1.04;12.7;0.005;14.4;3.1;0.69;0.012;8.1;< BG;0.007;< BG;11.3;18.0;3.76;1.0;3.1
2018-04-15;52.0;;0.56;0.02;1.5;41.4;3.3;< BG;228.0;0.8;0.47;7.53;0.002;2.23;1.7;0.38;< BG;8.2;< BG;0.036;< BG;11.3;8.5;2.52;1.6;7.0
2018-05-15;5.5;;1.2;0.02;< BG;44.1;4.3;< BG;259.0;< BG;0.508;9.38;0.003;3.05;1.7;0.39;< BG;8.4;< BG;0.013;< BG;10.0;13.0;2.69;0.7;10.8
2018-06-15;5.1;;1.1;0.02;< BG;53.5;6.1;< BG;316.0;0.9;0.835;11.5;0.006;4.49;1.8;0.41;< BG;8.2;< BG;0.014;< BG;8.5;16.0;3.25;1.0;16.4
2018-07-15;3.0;;0.98;0.02;< BG;56.2;7.3;< BG;343.0;0.8;0.979;12.7;0.008;5.46;1.8;0.41;< BG;8.1;< BG;0.01;< BG;8.3;24.0;3.3;0.9;17.5
2018-08-15;< BG;;0.78;0.02;< BG;59.6;10.0;< BG;363.0;0.6;1.21;13.5;0.008;7.22;2.2;0.5;< BG;8.0;< BG;0.013;< BG;8.6;28.0;3.49;0.9;17.4
2018-09-15;17.0;;0.72;< BG;< BG;54.6;5.5;< BG;324.0;0.7;0.836;12.1;0.007;4.54;2.0;0.44;< BG;8.4;< BG;0.025;< BG;9.0;19.0;3.3;0.9;13.7
2018-10-15;< BG;;0.39;< BG;< BG;58.7;6.8;< BG;339.0;0.9;0.952;13.0;0.006;5.01;2.1;0.48;< BG;8.2;< BG;0.008;0.005;9.6;22.0;3.43;1.0;11.4
2018-11-15;< BG;;0.3;< BG;< BG;59.6;6.9;< BG;355.0;0.9;1.02;13.1;0.012;5.03;2.3;0.52;< BG;8.2;< BG;0.007;< BG;10.2;26.0;3.51;1.0;8.0
2018-12-15;37.0;;1.1;0.05;1.2;49.1;6.1;0.046;289.0;5.8;1.1;8.64;0.007;4.17;4.4;1.0;0.007;8.1;0.023;0.094;0.031;10.5;11.0;2.96;7.8;6.4
2019-01-15;< BG;;1.5;0.09;< BG;65.3;21.0;0.022;415.0;1.9;1.11;12.6;0.009;12.6;3.8;0.86;0.007;8.1;0.009;0.019;;11.4;16.0;3.81;1.9;3.2
2019-02-15;< BG;;3.7;0.23;1.8;67.0;33.0;0.017;462.0;1.6;1.25;13.3;0.009;18.1;4.0;0.9;0.013;8.1;< BG;0.012;;11.5;17.0;3.98;1.9;3.0
2019-03-15;4.4;;4.3;0.15;;61.1;17.0;< BG;368.0;1.7;0.996;12.0;0.007;10.1;3.2;0.71;0.005;8.3;< BG;0.016;;11.5;13.0;3.58;2.0;4.4
2019-04-15;8.8;;1.4;0.04;1.5;48.0;6.5;0.012;286.0;1.2;0.68;8.95;0.004;4.27;2.1;0.47;0.005;8.3;< BG;0.015;;10.8;12.0;2.92;1.5;6.8
2019-05-15;5.0;;0.79;0.02;< BG;51.4;6.5;0.012;308.0;1.1;0.715;10.3;0.005;4.39;1.9;0.43;< BG;8.3;< BG;0.01;;9.9;14.0;3.13;1.2;8.5
2019-06-15;74.0;;0.34;< BG;< BG;37.7;3.3;< BG;223.0;0.5;0.464;7.73;0.003;2.1;1.7;0.39;< BG;8.2;< BG;0.043;;10.4;9.1;2.42;1.2;9.5
2019-07-15;3.8;;0.48;< BG;< BG;48.5;6.3;< BG;294.0;0.7;0.693;10.5;0.005;4.23;1.7;0.38;< BG;8.2;< BG;0.007;;9.2;16.0;3.02;0.7;14.2
2019-08-15;5.7;;0.64;0.02;< BG;53.35;7.75;0.01;329.0;1.0;1.007;11.15;0.005;5.285;2.5;0.56;< BG;8.15;< BG;0.014;;8.85;18.0;3.305;1.1;14.35
2019-09-15;3.3;;0.4;< BG;< BG;55.0;7.0;0.013;335.0;1.2;1.03;11.5;0.003;5.16;2.2;0.5;< BG;8.2;< BG;0.01;;9.6;18.0;3.32;1.2;11.7
2019-10-15;< BG;;0.39;< BG;< BG;61.0;8.5;0.013;365.0;1.1;1.11;13.2;0.004;6.46;2.2;0.51;< BG;8.2;< BG;0.007;;9.4;21.0;3.66;1.2;11.4
2019-11-15;< BG;;0.54;0.02;< BG;61.0;9.5;< BG;376.0;1.2;1.21;12.6;0.004;6.75;2.9;0.65;0.007;8.2;< BG;0.007;;10.3;21.0;3.7;1.3;6.5
2019-12-15;4.3;;0.37;0.02;1.3;62.0;8.9;0.015;367.0;1.8;0.973;11.7;0.005;6.47;2.6;0.59;< BG;8.1;< BG;0.015;;10.7;15.0;3.8;1.9;4.7
2020-01-15;< BG;5.47;2.2;0.1;;63.7;11.0;0.019;386.0;1.5;1.14;12.7;0.006;7.83;3.3;0.74;0.01;8.2;0.005;0.011;0.007;11.1;17.0;3.85;1.9;4.0
2020-02-15;3.0;52.2;2.2;0.1;1.4;58.2;14.0;0.022;369.0;1.6;0.926;10.8;0.005;9.27;2.9;0.65;< BG;8.2;0.005;0.015;0.007;11.4;13.0;3.61;1.9;3.7
2020-03-15;< BG;8.28;1.7;0.07;< BG;63.4;12.0;0.022;366.0;1.7;0.983;12.4;0.006;7.92;2.9;0.65;0.006;8.2;< BG;0.014;0.006;10.8;14.0;3.75;1.9;5.3
2020-04-15;< BG;< BG;0.78;0.02;< BG;54.15;7.65;< BG;330.5;0.8;0.842;10.68;0.003;5.115;2.5;0.565;0.006;8.25;< BG;0.007;< BG;10.75;17.5;3.31;0.9;7.15
2020-05-15;8.3;8.15;;< BG;< BG;43.3;3.8;< BG;260.0;0.9;0.53;8.49;0.003;2.72;1.7;0.38;< BG;8.2;< BG;0.012;0.005;10.4;12.0;2.71;1.1;8.5
2020-06-15;14.0;20.7;0.58;0.02;< BG;48.9;4.4;0.029;287.0;2.5;0.781;9.72;0.005;3.61;1.6;0.37;< BG;8.1;0.007;0.031;0.01;10.6;9.4;3.11;2.9;10.4
2020-07-15;< BG;7.34;;< BG;< BG;53.0;5.4;< BG;318.0;0.9;0.822;11.0;0.004;4.2;1.9;0.43;< BG;8.1;< BG;0.009;< BG;9.0;16.0;3.31;1.0;15.3
2020-08-15;55.0;17.7;0.78;0.02;< BG;50.7;3.6;0.028;294.0;3.2;0.865;9.72;0.005;3.16;1.8;0.4;< BG;8.2;0.011;0.049;0.014;10.0;7.7;3.3;4.0;11.3
2020-09-15;< BG;< BG;;< BG;< BG;58.7;7.6;< BG;356.0;0.9;1.16;12.8;0.004;6.06;2.1;0.47;< BG;8.4;< BG;0.007;< BG;8.5;21.0;3.61;1.0;14.6
2020-10-15;< BG;6.28;;< BG;1.2;53.3;4.2;0.01;309.0;1.1;0.744;10.7;0.003;3.44;1.8;0.42;< BG;8.2;< BG;0.008;< BG;9.6;15.0;3.31;1.4;9.6
2020-11-15;3.5;5.52;;< BG;< BG;58.2;4.7;0.015;335.0;1.4;0.865;11.7;0.005;4.01;2.1;0.48;< BG;8.2;< BG;0.013;0.005;9.9;14.0;3.62;1.7;9.4
2020-12-15;< BG;< BG;0.82;0.03;< BG;62.9;17.0;0.015;405.0;1.4;1.17;13.2;0.004;11.3;2.8;0.63;< BG;8.3;< BG;0.009;0.007;11.3;20.0;3.88;1.7;3.9
2021-01-15;< BG;5.82;0.3;0.02;< BG;66.0;33.0;0.02;464.0;1.7;1.2;12.9;0.007;18.2;3.3;0.74;< BG;8.1;< BG;0.01;0.006;11.1;18.0;4.06;2.1;1.9
2021-02-15;5.2;9.76;1.8;0.08;1.4;59.7;23.0;0.021;399.0;2.0;1.15;11.6;0.006;13.3;3.5;0.79;< BG;8.2;0.012;0.025;0.015;10.9;15.0;3.68;2.2;4.3
2021-03-15;< BG;11.5;0.485;0.02;< BG;57.95;12.5;0.027;358.5;1.6;0.992;11.25;0.005;7.82;3.05;0.685;< BG;8.2;0.005;0.012;0.009;11.1;15.0;3.535;1.65;4.7
2021-04-15;4.6;6.6;0.75;0.02;< BG;50.2;10.0;0.015;312.0;1.5;0.72;9.29;0.004;6.64;2.1;0.47;< BG;8.3;< BG;0.014;0.005;10.3;14.0;3.12;1.7;7.9
2021-05-15;4.4;6.24;0.65;0.02;< BG;51.1;6.0;< BG;302.0;1.1;0.707;9.97;0.005;4.26;2.1;0.48;< BG;8.2;< BG;0.012;< BG;9.6;13.0;3.19;1.3;9.0
2021-06-15;6.3;5.83;1.0;0.02;< BG;43.9;5.0;< BG;273.0;0.8;0.674;9.63;0.006;3.57;1.6;0.37;< BG;8.2;< BG;0.015;< BG;8.2;14.0;2.78;0.9;15.0
2021-07-15;5.1;6.84;1.2;0.02;< BG;48.2;6.4;< BG;302.0;1.0;0.714;10.8;0.006;4.6;1.8;0.4;< BG;8.3;< BG;0.014;< BG;8.4;16.0;3.05;1.3;14.7
2021-08-15;9.5;6.85;;< BG;< BG;54.4;5.4;0.01;326.0;1.3;0.802;11.0;0.007;3.96;1.9;0.44;< BG;8.3;0.005;0.021;0.006;9.4;13.0;3.49;1.8;12.2
2021-09-15;< BG;< BG;;< BG;< BG;60.0;8.3;< BG;367.0;0.9;1.03;12.6;0.003;6.16;2.6;0.58;< BG;8.3;< BG;0.006;< BG;8.9;20.0;3.75;1.0;14.4
2021-10-15;< BG;< BG;;< BG;< BG;60.3;8.4;< BG;371.0;1.0;1.09;12.9;0.004;6.11;2.2;0.5;< BG;8.3;< BG;0.006;< BG;9.8;24.0;3.72;1.1;9.8
2021-11-15;< BG;5.09;;< BG;< BG;63.8;8.4;< BG;381.0;1.4;1.13;12.9;0.007;6.31;8.3;1.9;< BG;8.3;< BG;0.009;0.005;10.8;21.0;3.86;1.6;5.8
2021-12-15;< BG;< BG;1.7;0.06;1.6;65.8;26.0;0.02;438.0;1.9;1.23;13.2;0.009;16.5;2.9;0.66;0.007;8.3;0.007;0.014;0.009;11.6;17.0;4.04;2.0;4.1
